Model,No_of_new_rxns,No_of_rxns_with_ec_numbers_from_clean
Lactobacillus_jensenii_27_2_CHN,412,50
Lactobacillus_jensenii_JV_V16,371,41
Lactobacillus_jensenii_SJ_7A_US,424,45
Lactobacillus_johnsonii_ATCC_33200,476,76
Lactobacillus_johnsonii_DPC_6026,404,77
Lactobacillus_johnsonii_FI9785,414,71
Lactobacillus_johnsonii_NCC_533,399,80
Lactobacillus_kalixensis_DSM_16043,324,94
Lactobacillus_kefiranofaciens_ZW3,262,48
Lactobacillus_kunkeei_DSM_12361_ATCC_700308,324,52
Lactobacillus_kunkeei_EFB6,328,53
Lactobacillus_kunkeei_MP2,350,49
Lactobacillus_lindneri_DSM_20690_JCM_11027,294,66
Lactobacillus_lindneri_TMW_1_2007,306,61
Lactobacillus_mali_KCTC_3596_DSM_20444,328,60
Lactobacillus_manihotivorans_DSM_13343_JCM_12514,335,74
Lactobacillus_mindensis_DSM_14500,389,42
Lactobacillus_mucosae_LM1,450,65
Lactobacillus_murinus_ASF361,406,93
Lactobacillus_oligofermentans_DSM_15707_LMG_22743,438,114
Lactobacillus_oris_F0423,519,90
Lactobacillus_oris_PB013_T2_3,541,94
Lactobacillus_panis_DSM_6035,442,78
Lactobacillus_parabrevis_ATCC_53295,405,78
Lactobacillus_parabuchneri_DSM_5707_NBRC_107865,342,84
Lactobacillus_parabuchneri_FAM21829,319,80
Lactobacillus_paracasei_32G,433,56
Lactobacillus_paracasei_BD_II,431,83
Lactobacillus_paracasei_CRF28,405,47
Lactobacillus_paracasei_LC2W,440,84
Lactobacillus_paracasei_LPC_37,427,60
Lactobacillus_paracasei_Lc_10,389,52
Lactobacillus_paracasei_T71499,425,49
Lactobacillus_paracasei_UCD174,468,79
Lactobacillus_paracasei_UW1,378,45
Lactobacillus_paracasei_Zhang,444,79
Lactobacillus_paracasei_subsp_paracasei_8700_2,416,64
Lactobacillus_paracasei_subsp_paracasei_ATCC_25302,384,62
Lactobacillus_paracasei_subsp_paracasei_Lpp120,389,77
Lactobacillus_paracasei_subsp_paracasei_Lpp122,411,84
Lactobacillus_paracasei_subsp_paracasei_Lpp17,399,58
Lactobacillus_paracasei_subsp_paracasei_Lpp225,390,56
Lactobacillus_paracasei_subsp_paracasei_Lpp226,482,110
Lactobacillus_paracasei_subsp_paracasei_Lpp230,375,57
Lactobacillus_paracasei_subsp_paracasei_Lpp46,443,76
Lactobacillus_paracasei_subsp_paracasei_Lpp49,438,86
Lactobacillus_paracasei_subsp_paracasei_Lpp74,397,54
Lactobacillus_paracasei_subsp_tolerans_Lpl14,414,57
Lactobacillus_paracasei_subsp_tolerans_Lpl7,405,52
Lactobacillus_paraplantarum_D2_1,372,73
Lactobacillus_paraplantarum_DSM_10667,377,71
Lactobacillus_pasteurii_DSM_23907_CRBIP_24_76,342,83
Lactobacillus_pentosus_KCA1,449,92
Lactobacillus_plantarum_16,492,77
Lactobacillus_plantarum_IPLA88,484,82
Lactobacillus_plantarum_JDM1,410,82
Lactobacillus_plantarum_UCMA_3037,501,84
Lactobacillus_plantarum_WCFS1,417,91
Lactobacillus_plantarum_ZJ316,502,89
Lactobacillus_plantarum_subsp_plantarum_ATCC_14917,422,90
Lactobacillus_plantarum_subsp_plantarum_NC8,452,83
Lactobacillus_plantarum_subsp_plantarum_P_8,449,55
Lactobacillus_plantarum_subsp_plantarum_ST_III,492,91
Lactobacillus_pobuzihii_E100301_KCTC_13174,394,93
Lactobacillus_pontis_DSM_8475,463,89
Lactobacillus_pontis_UMB0683_21837_8_53_1,403,74
Lactobacillus_rapi_DSM_19907_JCM_15042,397,75
Lactobacillus_reuteri_100_23,474,75
Lactobacillus_reuteri_ATCC_53608,502,85
Lactobacillus_reuteri_CF48_3A,428,63
Lactobacillus_reuteri_DSM_20016,550,78
Lactobacillus_reuteri_F275_JCM_1112,413,56
Lactobacillus_reuteri_I49,455,58
Lactobacillus_reuteri_I5007,532,72
Lactobacillus_reuteri_MM2_3,436,56
Lactobacillus_reuteri_MM4_1A,446,58
Lactobacillus_reuteri_SD2112_ATCC_55730,429,59
Lactobacillus_reuteri_lpuph,548,70
Lactobacillus_reuteri_mlc3,521,78
Lactobacillus_rhamnosus_ATCC_21052,511,66
Lactobacillus_rhamnosus_ATCC_8530,511,71
Lactobacillus_rhamnosus_GG_ATCC_53103,450,46
Lactobacillus_rhamnosus_HN001,511,70
Lactobacillus_rhamnosus_LMS2_1,512,57
Lactobacillus_rhamnosus_LRHMDP2,485,48
Lactobacillus_rhamnosus_LRHMDP3,485,47
Lactobacillus_rhamnosus_Lc_705,516,66
Lactobacillus_rhamnosus_R0011,523,68
Lactobacillus_rodentium_DSM_24759,273,51
Lactobacillus_ruminis_ATCC_25644,372,71
Lactobacillus_ruminis_ATCC_27782,476,74
Lactobacillus_ruminis_DSM_20403_NBRC_102161,361,80
Lactobacillus_ruminis_SPM0211,469,78
Lactobacillus_saerimneri_30a,371,80
Lactobacillus_sakei_subsp_sakei_23K,372,74
Lactobacillus_sakei_subsp_sakei_DSM_20017_JCM_1157,414,78
Lactobacillus_salivarius_GJ_24,438,71
Lactobacillus_salivarius_HO66_ATCC_11741,376,60
Lactobacillus_salivarius_NIAS840,384,67
Lactobacillus_salivarius_salivarius_UCC118,389,53
Lactobacillus_sanfranciscensis_DSM_20451,332,45
Lactobacillus_sanfranciscensis_TMW_1_1304,335,36
Lactobacillus_sanfranciscensis_TMW_1_2137,330,40
Lactobacillus_siliginis_DSM_22696,426,67
Lactobacillus_suebicus_DSM_5007_KCTC_3549,448,99
Lactobacillus_taiwanensis_DSM_21401,312,60
Lactobacillus_ultunensis_DSM_16047,373,76
Lactobacillus_vaccinostercus_DSM_20634,380,88
Lactobacillus_vaginalis_ATCC_49540,467,77
Lactobacillus_versmoldensis_DSM_14857_KCTC_3814,373,83
Lactobacillus_zeae_DSM_20178_KCTC_3804,455,66
Lactococcus_garvieae_21881,454,90
Lactococcus_garvieae_8831,466,92
Lactococcus_garvieae_ATCC_49156,421,88
Lactococcus_garvieae_DCC43,450,97
Lactococcus_garvieae_I113,492,89
Lactococcus_garvieae_IPLA_31405,450,88
Lactococcus_garvieae_LG9,436,70
Lactococcus_garvieae_Lg2,443,88
Lactococcus_garvieae_TB25,452,82
Lactococcus_garvieae_Tac2,469,90
Lactococcus_garvieae_UNIUD074,460,92
Lactococcus_lactis_subsp_cremoris_A76,295,91
Lactococcus_lactis_subsp_cremoris_CNCM_I_1631,298,90
Lactococcus_lactis_subsp_cremoris_MG1363,317,70
Lactococcus_lactis_subsp_cremoris_NZ9000,314,88
Lactococcus_lactis_subsp_cremoris_SK11,340,88
Lactococcus_lactis_subsp_cremoris_UC509_9,335,81
Lactococcus_lactis_subsp_lactis_CV56,302,92
Lactococcus_lactis_subsp_lactis_IO_1,316,94
Lactococcus_lactis_subsp_lactis_Il1403,430,109
Lactococcus_lactis_subsp_lactis_KF147,374,96
Lactococcus_lactis_subsp_lactis_YF11,354,89
Lactococcus_raffinolactis_4877,414,76
Lactonifactor_longoviformis_DSM_17459,411,115
Lagierella_massiliensis_CSUR_P2012,460,68
Laribacter_hongkongensis_HLHK9,292,60
Lascolabacillus_massiliensis_DSM_100190,437,113
Lautropia_mirabilis_ATCC_51599,433,98
Leclercia_adecarboxylata_ATCC_23216_NBRC_102595,360,98
Leclercia_adecarboxylata_KY2,365,91
Leminorella_grimontii_ATCC_33999,443,101
Leptotrichia_buccalis_C_1013_b,492,92
Leptotrichia_goodfellowii_DSM_19756,415,95
Leptotrichia_goodfellowii_F0264,422,92
Leptotrichia_hofstadii_DSM_21651,412,90
Leptotrichia_hofstadii_F0254,383,65
Leptotrichia_hongkongensis_JMUB5056,396,89
Leptotrichia_shahii_DSM_19757,324,81
Leptotrichia_wadei_DSM_19758,329,93
Leptotrichia_wadei_F0279,308,84
Leptotrichia_wadei_KA00185,337,94
Leuconostoc_argentinum_KCTC_3773,410,72
Leuconostoc_carnosum_JB16,358,62
Leuconostoc_citreum_1300_LCIT_132_3537_30873,342,61
Leuconostoc_citreum_KM20,373,61
Leuconostoc_citreum_LBAE_C10,389,64
Leuconostoc_citreum_LBAE_C11,376,60
Leuconostoc_citreum_LBAE_E16,390,62
Leuconostoc_gelidum_JB7,412,72
Leuconostoc_gelidum_KCTC_3527,520,75
Leuconostoc_gelidum_subsp_gasicomitatum_C122c,390,66
Leuconostoc_lactis_KACC_91922,443,67
Leuconostoc_mesenteroides_subsp_cremoris_ATCC_19254,356,46
Leuconostoc_mesenteroides_subsp_mesenteroides_ATCC_8293,466,81
Leuconostoc_mesenteroides_subsp_mesenteroides_J18,477,83
Leuconostoc_pseudomesenteroides_4882,392,71
Listeria_grayi_DSM_20601,371,70
Listeria_innocua_ATCC_33091,413,114
Listeria_innocua_Clip11262,422,95
Listeria_monocytogenes_07PF0776,470,94
Listeria_monocytogenes_08_5578,429,85
Listeria_monocytogenes_08_5923,465,94
Listeria_monocytogenes_10403S,476,91
Listeria_monocytogenes_4a_L99,424,86
Listeria_monocytogenes_4b_F2365,399,85
Listeria_monocytogenes_ATCC_19117,500,93
Listeria_monocytogenes_Clip80459,455,99
Listeria_monocytogenes_EGD_e,483,110
Listeria_monocytogenes_F6900,482,92
Listeria_monocytogenes_FSL_J1_194,468,95
Listeria_monocytogenes_FSL_J2_071,461,106
Listeria_monocytogenes_FSL_N1_017,461,98
Listeria_monocytogenes_FSL_N3_165,495,91
Listeria_monocytogenes_FSL_R2_503,470,97
Listeria_monocytogenes_FSL_R2_561,415,90
Listeria_monocytogenes_Finland_1988,423,86
Listeria_monocytogenes_HCC23,476,91
Listeria_monocytogenes_HPB2262,456,94
Listeria_monocytogenes_J0161_FSL_R2_499,434,93
Listeria_monocytogenes_J2818,465,93
Listeria_monocytogenes_JF5171,452,102
Listeria_monocytogenes_L312,474,94
Listeria_monocytogenes_L99,483,89
Listeria_monocytogenes_M7,493,95
Listeria_monocytogenes_N53_1,475,92
Listeria_monocytogenes_SLCC2376,480,101
Listeria_monocytogenes_SLCC2479,467,98
Listeria_monocytogenes_SLCC5850,479,91
Listeria_monocytogenes_SLCC_2378,417,90
Listeria_monocytogenes_SLCC_2540,420,89
Listeria_monocytogenes_SLCC_7179,439,95
Listeria_monocytogenes_serotype_1_2a_str_NCCP_No_15743,481,93
Listeria_monocytogenes_serotype_1_2b_str_SLCC2755,377,95
Listeria_monocytogenes_serotype_1_2c_str_SLCC2372,398,105
Listeria_monocytogenes_serotype_4b_str_LL195,452,97
Listeria_monocytogenes_serotype_7_SLCC_2482,444,93
Listeria_monocytogenes_str_1_2a_F6854,469,96
Listeria_monocytogenes_str_4b_H7858,492,100
Listeria_monocytogenes_str_Scott_A,480,96
Loktanella_vestfoldensis_SMR4r,372,95
Longibaculum_muris_DSM_29487,384,86
Longicatena_caecimuris_DSM_29481,340,98
Lysinibacillus_fusiformis_ZB2,402,100
Lysinibacillus_fusiformis_ZC1,421,91
Lysinibacillus_sphaericus_2362,352,105
Lysinibacillus_sphaericus_C3_41,416,105
Lysinibacillus_sphaericus_OT4b25,355,101
Lysinibacillus_sphaericus_OT4b49,333,100
Lysinibacillus_sphaericus_OT4b_31,448,95
Mageeibacillus_indolicus_0009_5,336,59
Mageeibacillus_indolicus_UPII9_5,342,71
Marinospirillum_alkaliphilum_DSM_21637,276,51
Marvinbryantia_formatexigens_I_52_DSM_14469,450,99
Massilibacterium_senegalense_DSM_100455,436,126
Massilioclostridium_coli_DSM_103344,467,150
Mediterraneibacter_massiliensis_DSM_100837,470,155
Megamonas_funiformis_YIT_11815,486,82
Megamonas_hypermegale_ART12_1,410,63
Megamonas_rupellensis_DSM_19944,350,81
Megasphaera_elsdenii_DSM_20460,365,78
Megasphaera_genomosp_type_2,368,51
Megasphaera_massiliensis_NP3,397,85
Megasphaera_micronuciformis_F0359,440,67
Megasphaera_paucivorans_DSM_16981,413,79
Meiothermus_silvanus_DSM_9946,366,83
Melainabacterium_MEL_A1,306,54
Merdibacter_massiliensis_Marseille_P3254,360,103
Mesorhizobium_loti_MAFF303099,429,111
Mesorhizobium_loti_NZP2037,439,114
Metakosakonia_massiliensis_JC163,329,90
Methanobrevibacter_ruminantium_M1,448,78
Methanobrevibacter_smithii_ATCC_35061,476,97
Methanomassiliicoccus_luminyensis_B10,480,78
Methanosphaera_stadtmanae_DSM_3091,483,81
Methylobacterium_mesophilicum_SR1_6_6,502,97
Methylobacterium_populi_BJ001,494,108
Methylobacterium_radiotolerans_JCM_2831,477,113
Methyloversatilis_universalis_EHg5,431,87
Methyloversatilis_universalis_FAM5,420,88
Methyloversatilis_universalis_Fam50001,379,78
Microbacterium_gubbeenense_DSM_15944,451,88
Microbacterium_oleivorans_NBRC_103075,468,89
Micrococcus_luteus_1058_MLUT,266,48
Micrococcus_luteus_NCTC_2665,312,74
Micrococcus_luteus_NDB3Y10,283,68
Micrococcus_luteus_RIT304,275,50
Micrococcus_luteus_RIT305,275,51
Micrococcus_luteus_RIT324w,273,56
Micrococcus_luteus_SK58,350,71
Micrococcus_luteus_trpE16,277,56
Micromonospora_aurantiaca_ATCC_27029,397,106
Microvirga_massiliensis_JC119,441,122
Mitsuokella_jalaludinii_DSM_13811,463,86
Mitsuokella_multacida_DSM_20544,380,77
Mobilicoccus_massiliensis_DSM_29065,456,128
Mobiluncus_curtisii_ATCC_43063,379,68
Mobiluncus_curtisii_ATCC_51333,488,82
Mobiluncus_curtisii_subsp_holmesii_ATCC_35242,452,83
Mobiluncus_holmesii_ATCC_35242,336,69
Mobiluncus_mulieris_28_1,376,65
Mobiluncus_mulieris_ATCC_35239,379,59
Mobiluncus_mulieris_ATCC_35243,387,62
Mobiluncus_mulieris_FB024_16,336,72
Mogibacterium_sp_CM50,340,70
Mogibacterium_timidum_ATCC_33093,465,78
Moraxella_bovoculi_22581,304,65
Moraxella_bovoculi_237,276,60
Moraxella_canis_CCUG_8415A_8415T1,260,61
Moraxella_catarrhalis_101P30B1,380,71
Moraxella_catarrhalis_103P14B1,366,72
Moraxella_catarrhalis_12P80B1,283,67
Moraxella_catarrhalis_25240,266,72
Moraxella_catarrhalis_46P47B1,376,70
Moraxella_catarrhalis_7169,362,69
Moraxella_catarrhalis_BC1,376,71
Moraxella_catarrhalis_BC7,366,74
Moraxella_catarrhalis_BC8,375,72
Moraxella_catarrhalis_CO72,377,74
Moraxella_catarrhalis_O35E,384,73
Moraxella_catarrhalis_RH4,318,78
Morganella_morganii_FDAARGOS_172,337,88
Morganella_morganii_FDAARGOS_63,322,91
Morganella_morganii_SC01,460,94
Morganella_morganii_subsp_morganii_KT,445,90
Mucispirillum_schaedleri_ASF457,312,66
Murdochiella_massiliensis_CSUR_P1987,483,90
Murdochiella_vaginalis_DSM_102237,467,82
Muribaculum_intestinale_YL27,365,100
Muricomes_intestini_DSM_29489,388,98
Murimonas_intestini_DSM_26524,389,103
Mycobacterium_abscessus_3A_0119_R,378,105
Mycobacterium_abscessus_3A_0122_R,387,105
Mycobacterium_abscessus_3A_0122_S,390,106
Mycobacterium_abscessus_3A_0731,390,109
Mycobacterium_abscessus_3A_0810_R,385,107
Mycobacterium_abscessus_3A_0930_R,383,104
Mycobacterium_abscessus_3A_0930_S,387,111
Mycobacterium_abscessus_47J26,396,105
Mycobacterium_abscessus_4S_0116_R,407,109
Mycobacterium_abscessus_4S_0116_S,413,108
Mycobacterium_abscessus_4S_0206,403,104
Mycobacterium_abscessus_4S_0303,403,105
Mycobacterium_abscessus_4S_0726_RA,406,107
Mycobacterium_abscessus_4S_0726_RB,406,104
Mycobacterium_abscessus_5S_0304,388,107
Mycobacterium_abscessus_5S_0421,375,107
Mycobacterium_abscessus_5S_0422,394,104
Mycobacterium_abscessus_5S_0708,404,108
Mycobacterium_abscessus_5S_0817,406,110
Mycobacterium_abscessus_5S_0921,396,107
Mycobacterium_abscessus_5S_1212,397,107
Mycobacterium_abscessus_5S_1215,404,104
Mycobacterium_abscessus_6G_0125_R,386,109
Mycobacterium_abscessus_6G_0212,394,107
Mycobacterium_abscessus_9808,391,99
Mycobacterium_abscessus_M115,391,101
Mycobacterium_abscessus_M139,415,108
Mycobacterium_abscessus_M152,400,100
Mycobacterium_abscessus_M154,402,102
Mycobacterium_abscessus_M156,398,106
Mycobacterium_abscessus_M159,402,105
Mycobacterium_abscessus_M172,406,107
Mycobacterium_abscessus_M24,411,100
Mycobacterium_abscessus_M93,384,102
Mycobacterium_abscessus_M94,400,103
Mycobacterium_abscessus_subsp_bolletii_50594,397,104
Mycobacterium_abscessus_subsp_bolletii_BD,355,99
Mycobacterium_avium_104,483,106
Mycobacterium_avium_subsp_avium_ATCC_25291,419,83
Mycobacterium_avium_subsp_paratuberculosis_JQ5,453,86
Mycobacterium_avium_subsp_paratuberculosis_JQ6,487,97
Mycobacterium_avium_subsp_paratuberculosis_K_10,472,90
Mycobacterium_avium_subsp_paratuberculosis_MAP4,466,83
Mycobacterium_avium_subsp_paratuberculosis_S397,465,85
Mycobacterium_avium_subsp_paratuberculosis_S5,476,72
Mycobacterium_fortuitum_subsp_fortuitum_DSM_46621,458,113
Mycobacterium_tuberculosis_H37Rv,349,84
Mycobacterium_tuberculosis_variant_pinnipedii_MP2,305,75
Mycoplasma_hominis_ATCC_23114,273,16
Mycoplasma_hominis_ATCC_27545,294,20
Mycoplasma_hyopneumoniae_168_L,390,18
Mycoplasma_hyopneumoniae_168,346,14
Mycoplasma_hyopneumoniae_232,356,20
Mycoplasma_hyopneumoniae_7448,337,22
Mycoplasma_hyopneumoniae_J,308,23
Mycoplasma_pneumoniae_19294,331,17
Mycoplasma_pneumoniae_309,250,16
Mycoplasma_pneumoniae_FH,310,14
Mycoplasma_pneumoniae_M129_B7,330,19
Mycoplasma_pneumoniae_M129,299,15
Mycoplasma_pneumoniae_PI_1428,299,14
Mycoplasma_pneumoniae_PO1,299,12
Myroides_odoratimimus_CCUG_10230,378,118
Myroides_odoratimimus_CCUG_12700,365,104
Myroides_odoratimimus_CCUG_12901,386,117
Myroides_odoratimimus_CCUG_3837,336,110
Myroides_odoratimimus_CIP_101113,353,104
Myroides_odoratimimus_PR63039,360,107
Natranaerovirga_hydrolytica_DSM_24176,290,74
Natranaerovirga_pectinivora_DSM_24629,355,98
Neglecta_timonensis_DSM_102082,491,115
Neisseria_bacilliformis_914_NLAC_0_29744_674333,278,64
Neisseria_bacilliformis_ATCC_BAA_1200,274,59
Neisseria_cinerea_ATCC_14685,366,73
Neisseria_elongata_subsp_glycolytica_ATCC_29315,344,72
Neisseria_flavescens_NRL30031_H210,375,70
Neisseria_flavescens_SK114,368,74
Neisseria_lactamica_ATCC_23970,347,52
Neisseria_macacae_ATCC_33926,387,78
Neisseria_meningitidis_2842STDY5881431,361,53
Neisseria_meningitidis_ATCC_13091,359,58
Neisseria_mucosa_ATCC_25996,364,66
Neisseria_mucosa_C102,409,77
Neisseria_shayeganii_871,354,69
Neisseria_sicca_4320,367,72
Neisseria_sicca_ATCC_29256,369,66
Neisseria_sicca_C2010005502,352,68
Neisseria_sicca_VK64,334,66
Neisseria_subflava_NJ9703,425,64
Neobacillus_jeddahensis_DSM_28281,447,138
Neofamilia_massiliensis_DSM_100639,451,76
Nesterenkonia_massiliensis_NP1,391,88
Nevskia_ramosa_DSM_11499,331,56
Nigerium_massiliense_SIT5,422,110
Nosocomiicoccus_massiliensis_NP2,343,83
Noviherbaspirillum_massiliense_JC206,397,99
Novosphingobium_aromaticivorans_DSM_12444,362,99
Numidum_massiliense_mt3,332,93
Obesumbacterium_proteus_ATCC_12841,350,88
Obesumbacterium_proteus_DSM_2777,326,89
Oceanobacillus_caeni_HM6,403,123
Oceanobacillus_jeddahense_S5,413,117
Oceanobacillus_massiliensis_str_N_diop,383,107
Oceanobacillus_picturae_strain_S1,452,91
Ochrobactrum_anthropi_ATCC_49188,428,102
Ochrobactrum_anthropi_CTS_325,431,101
Ochrobactrum_anthropi_FRAF13,405,112
Ochrobactrum_intermedium_LMG_3301,416,97
Odoribacter_laneus_YIT_12061,464,113
Odoribacter_splanchnicus_1651_6_DSM_20712,370,99
Olegusella_massiliensis_DSM_101849,453,76
Oligella_urethralis_DNF00040,291,56
Oligella_urethralis_DSM_7531,322,59
Oligella_urethralis_UMB0345_21837_8_92_1,303,64
Olsenella_profusa_F019501,417,56
Olsenella_sp_SIT9,493,103
Olsenella_uli_DSM_7084,449,83
Oribacterium_sinus_F0268,412,110
Oribacterium_sp_oral_taxon_078_str_F0262,435,92
Oscillibacter_ruminantium_GH1,396,106
Oscillibacter_sp_KLE_1728,414,105
Oscillibacter_sp_KLE_1745,376,102
Oxalobacter_formigenes_HOxBLS,306,59
Oxalobacter_formigenes_OXCC13,344,60
Paenibacillus_alvei_DSM_29,391,107
Paenibacillus_antibioticophila_GD11,356,113
Paenibacillus_barengoltzii_G22,476,110
Paenibacillus_daejeonensis_DSM_15491,490,113
Paenibacillus_graminis_RSA19,402,149
Paenibacillus_ihuae_GD6,417,138
Paenibacillus_ihumii_DSM_100664,518,162
Paenibacillus_lactis_154,464,119
Paenibacillus_phocaensis_DSM_101777,442,133
Paenibacillus_rubinfantis_DSM_101191,448,154
Paenibacillus_senegalensis_JC66,353,91
Paenibacillus_senegalimassiliensis_CCUG_69869,461,161
Paenibacillus_sp_GM2,540,157
Paenibacillus_sp_HGF5,399,122
Paenibacillus_sp_HGF7,349,105
Paenibacillus_sp_HGH0039,328,102
Paenibacillus_sp_HW567,406,123
Paenibacillus_sp_ICGEB2008,349,95
Paenibacillus_sp_JDR_2,407,121
Paenibacillus_tuaregi_DSM_102801,498,172
Paeniclostridium_sordellii_8483,331,72
Paeniclostridium_sordellii_AF05_25,386,107
Paeniclostridium_sordellii_AM370,389,105
Paeniclostridium_sordellii_CBA7122,382,102
Paeniclostridium_sordellii_DA108,369,107
Paeniclostridium_sordellii_E204,383,101
Paeniclostridium_sordellii_JGS444,392,101
Paeniclostridium_sordellii_JGS445,384,103
Paeniclostridium_sordellii_JGS6956,403,108
Paeniclostridium_sordellii_JGS6961,369,103
Paeniclostridium_sordellii_MGYG_HGUT_00157,389,107
Paeniclostridium_sordellii_R15892,390,103
Paeniclostridium_sordellii_R26833,388,102
Paeniclostridium_sordellii_R27882,403,104
Paeniclostridium_sordellii_R28058,392,106
Paeniclostridium_sordellii_R29426,367,106
Paeniclostridium_sordellii_R30684,383,101
Paeniclostridium_sordellii_R31809,370,101
Paeniclostridium_sordellii_R32462,372,95
Paeniclostridium_sordellii_R32668,388,110
Paeniclostridium_sordellii_R32921,389,93
Paeniclostridium_sordellii_R32977,388,102
Paeniclostridium_sordellii_SSCC18392,386,66
Paeniclostridium_sordellii_SSCC18838,369,103
Paeniclostridium_sordellii_SSCC26591,387,95
Paeniclostridium_sordellii_SSCC32135,377,99
Paeniclostridium_sordellii_SSCC33587,387,99
Paeniclostridium_sordellii_SSCC33589,390,103
Paeniclostridium_sordellii_SSCC35109,375,98
Paeniclostridium_sordellii_SSCC37615,365,102
Paeniclostridium_sordellii_SSCC42239,373,106
Paeniclostridium_sordellii_UMC164,384,105
Paeniclostridium_sordellii_UMC178,375,100
Paeniclostridium_sordellii_UMC1,379,107
Paeniclostridium_sordellii_UMC4401,352,93
Paeniclostridium_sordellii_UMC4404,363,100
Paeniclostridium_sordellii_VPI_9048,399,115
Paeniclostridium_sordellii_W10,377,99
Paeniclostridium_sordellii_W2922,378,107
Paeniclostridium_sordellii_W2945,382,99
Paeniclostridium_sordellii_W2946,375,100
Paeniclostridium_sordellii_W2948,391,99
Paeniclostridium_sordellii_W2967,383,100
Paeniclostridium_sordellii_W2975,378,97
Paeniclostridium_sordellii_W3025,366,101
Paeniclostridium_sordellii_W3026,389,96
Paenisporosarcina_sp_HGH0030,361,107
Paenisporosarcina_sp_TG_14,363,96
Paludibacter_jiangxiensis_NM7,405,121
Paludibacter_propionicigenes_WB4,354,65
Pantoea_agglomerans_190,346,97
Pantoea_agglomerans_299R,322,95
Pantoea_agglomerans_3,363,94
Pantoea_agglomerans_4,361,97
Pantoea_agglomerans_IG1,415,102
Pantoea_agglomerans_MP2,348,96
Pantoea_agglomerans_P10c,362,93
Pantoea_sp_YR343,387,102
Papillibacter_cinnamivorans_DSM_12816,306,73
Parabacteroides_chinchillae_DSM_29073,360,95
Parabacteroides_distasonis_ATCC_8503,413,67
Parabacteroides_distasonis_CL03T12C09,514,105
Parabacteroides_distasonis_CL09T03C24,506,104
Parabacteroides_goldsteinii_CL02T12C30,474,130
Parabacteroides_goldsteinii_DSM_19448_WAL_12034,374,111
Parabacteroides_goldsteinii_dnLKV18,466,115
Parabacteroides_gordonii_DSM_23371,369,87
Parabacteroides_johnsonii_CL02T12C29,451,110
Parabacteroides_johnsonii_DSM_18315,418,57
Parabacteroides_merdae_ATCC_43184,419,56
Parabacteroides_merdae_CL03T12C32,457,102
Parabacteroides_merdae_CL09T00C40,315,88
Parabacteroides_sp_ASF519,359,125
Parabacteroides_sp_D13,437,76
Parabacteroides_sp_D25,448,115
Parabacteroides_sp_D26,390,109
Parabacteroides_sp_HGS0025,482,189
Paraburkholderia_sediminicola_LMG_24238,368,79
Paraclostridium_bifermentans_ATCC_638,383,103
Paraclostridium_bifermentans_Cbm,408,98
Paraclostridium_bifermentans_MGYG_HGUT_00024,394,105
Paraclostridium_bifermentans_MHMC_14,363,96
Paraclostridium_bifermentans_SU1074NT,391,107
Paraclostridium_bifermentans_WYM,349,94
Paracoccus_yeei_ATCC_BAA_599,494,108
Paraeggerthella_hongkongensis_RC2_2,397,91
Parapedobacter_koreensis_Jip14,358,93
Paraprevotella_clara_YIT_11840,395,87
Paraprevotella_xylaniphila_YIT_11841,420,96
Parascardovia_denticolens_DSM_10105_JCM_12538,394,71
Parascardovia_denticolens_F0305,397,68
Parascardovia_denticolens_IPLA_20019,397,70
Parasporobacterium_paucivorans_DSM_15970,342,84
Parasutterella_excrementihominis_YIT_11859,390,98
Parvibacter_caecicola_DSM_22242,387,72
Parvibacter_caecicola_NM48_B13,397,70
Parvimonas_micra_ATCC_33270,418,70
Parvimonas_sp_oral_taxon_110_str_F0139,325,74
Pasteurella_caecimuris_NM44_TS2_9,346,91
Pediococcus_acidilactici_7_4,414,53
Pediococcus_acidilactici_D3,406,64
Pediococcus_acidilactici_DSM_20284,394,54
Pediococcus_acidilactici_MA18_5M,499,84
Pediococcus_pentosaceus_ATCC_25745,451,65
Pediococcus_pentosaceus_IE_3,408,68
Pelomonas_saccharophila_DSM_654,364,101
Peptoniphilus_coxii_DNF00729,352,67
Peptoniphilus_duerdenii_ATCC_BAA_1640,366,68
Peptoniphilus_grossensis_35_6_1,337,64
Peptoniphilus_harei_ACS_146_V_Sch2b,383,78
Peptoniphilus_indolicus_ATCC_29427,372,56
Peptoniphilus_lacrimalis_315_B,372,77
